	Feature ID	Taxon	Confidence
663	863728e1cec6befd5ba02d15baef4c36	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I; g__Clade_Ia	0.8793897072402264
2363	2970af3e30642198ba1dfa1f304f310b	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Candidatus_Nitrosopumilus	0.9992193756993082
3969	bdf18e8980906003f3978e5ee578c9ea	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Actinomarinales; f__Actinomarinaceae; g__Candidatus_Actinomarina	0.999999999983216
5463	9c0fe787b120b62b93c3cb46d844d9fa	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Blastopirellula; s__uncultured_Pirellula	0.995823938681756
6878	20a0d2f150b3312772f5c00e54fd7baf	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS2b_marine_group	0.9610606676155437
8178	0b7809b1b04598cfc5bbf6264159dde9	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II	0.999999999690536
9517	86cd70d2450e3f44f4a7c543f53008ee	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Synechococcales; f__Cyanobiaceae; g__Prochlorococcus_MIT9313	0.9968626446623088
10851	32debaa2edfdd6b9fcefff9d65ff740f	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__SAR202_clade; f__SAR202_clade; g__SAR202_clade	0.947999379328912
12071	167b5b3eeed0f9b502f7f1f245d5116c	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__unidentified_marine	0.9985013631110464
13338	b8b0859fd6afcfc39c1a7e6a50415ca3	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Puniceispirillales; f__SAR116_clade; g__SAR116_clade; s__alpha_proteobacterium	0.988627681499729
15514	f4ad315ec51d8bee23cb39f39bc8b019	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__SAR86_clade; f__SAR86_clade; g__SAR86_clade; s__Rhodobacteraceae_bacterium	0.9305187070667428
17337	ddeb7a85942593ec57e0cd5f3e06701e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Puniceispirillales; f__SAR116_clade; g__Candidatus_Puniceispirillum	0.9882796532574069
18506	b079d9bfa3d84b0bdc2c1398d247150e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Formosa	0.9864906226892034
19051	934545da41a2aaae09253aec77b18cbd	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Pseudohongiellaceae; g__Pseudohongiella	0.9999249394113732
22420	ec5ff00448c0b5c5f9dae54dd5cb8dd8	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Blastopirellula; s__uncultured_Pirellula	0.9956728617772288
22515	0cd7ee0f8d5d3e8b81078a66eca91b24	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Blastopirellula; s__uncultured_Pirellula	0.994452337947096
23039	e472c638d83a49f8b859f18d13a3abc6	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Blastopirellula; s__uncultured_Pirellula	0.9948313054109847
23088	fe38183a962f251c72c02bb8f4b02f54	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Blastopirellula; s__uncultured_Pirellula	0.9948687833292312
23177	f4711ce6a698f8351479e2ceab1aebfa	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Blastopirellula; s__uncultured_Pirellula	0.9949533661765754
23743	401a67858704d406087efd35334e84e1	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_II; g__Clade_II; s__unidentified_marine	0.8085828211135557
24007	2981aa9f69bc423dc502b2e178dc7904	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Micromonas_commoda	0.9799105141953006
24198	a404bf4d32831f2133794e5fe5d0a73e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiomicrospirales; f__Thioglobaceae; g__SUP05_cluster	0.9413194768228088
24250	3468430277ce2317dec6f413dcfaa03e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.9999998933134772
24501	6b9dd64d080d53d989a8407d9806429e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Amylibacter	0.7132783190191679
25209	07593ecdf1fba9b480acb31e6af0f89f	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Bradyrhizobium	0.9851469316933044
