Feature ID	Taxon	Confidence
70c10dcffb6a8a32ed6d84d8513126bb42c95d27	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	0.9823262758189835
3f5eecbbd769c5f7c17ff99166a01e6d7bb0dffb	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Gonyaulacales; f__Gonyaulacales; g__Neoceratium	0.9999974814735728
b75078d169b134c5b50dff8b8e5063e46a371c15	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__uncultured_eukaryote	0.9184995977106049
622145cf3e6086536fd62ce97cedf2ac09504348	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	0.8315434511114946
7a080ee9e590160d90438981d9acb42d68c1221d	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Guinardia; s__Guinardia_striata	0.998294208542218
ee61b0f52c7a2b2cedbc5db4a57b183c2b01c335	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae	0.9427934774964054
7ef98829827d8082c2d8b2f00300e4f2aa05c1b8	d__Eukaryota; p__Retaria; c__RAD_B; o__RAD_B; f__RAD_B; g__RAD_B	0.9999990027573392
23d9e8c0c97f9bb756bf5aa85173c2a9779c2b06	d__Eukaryota; p__Arthropoda; c__Maxillopoda; o__Calanoida; f__Calanoida; g__Calanoida	0.9999996159671287
8612437a47c1f2a3b74e1c83482fed0d4b09a733	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Oligotrichia	0.9999467684499529
bff354d174288cf75749e8a7d67e77a68ab5c9f2	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_I; g__Syndiniales_Group_I	0.9999717522616323
